"movieid","title","released_year","title_released_year","genres"
103539,"The Spectacular Now",2013,"The Spectacular Now (2013)","Drama"
103539,"The Spectacular Now",2013,"The Spectacular Now (2013)","Romance"
58105,"The Spiderwick Chronicles",2008,"The Spiderwick Chronicles (2008)","Adventure"
58105,"The Spiderwick Chronicles",2008,"The Spiderwick Chronicles (2008)","Children"
58105,"The Spiderwick Chronicles",2008,"The Spiderwick Chronicles (2008)","Drama"
58105,"The Spiderwick Chronicles",2008,"The Spiderwick Chronicles (2008)","Fantasy"
58105,"The Spiderwick Chronicles",2008,"The Spiderwick Chronicles (2008)","IMAX"
3849,"The Spiral Staircase",1945,"The Spiral Staircase (1945)","Horror"
3849,"The Spiral Staircase",1945,"The Spiral Staircase (1945)","Mystery"
3849,"The Spiral Staircase",1945,"The Spiral Staircase (1945)","Thriller"
61401,"The Spirit",2008,"The Spirit (2008)","Action"
61401,"The Spirit",2008,"The Spirit (2008)","Comedy"
61401,"The Spirit",2008,"The Spirit (2008)","Fantasy"
61401,"The Spirit",2008,"The Spirit (2008)","Thriller"
167772,"The Spirit of Christmas",1995,"The Spirit of Christmas (1995)","Animation"
167772,"The Spirit of Christmas",1995,"The Spirit of Christmas (1995)","Comedy"
848,"The Spitfire Grill",1996,"The Spitfire Grill (1996)","Drama"
8974,"The SpongeBob SquarePants Movie",2004,"The SpongeBob SquarePants Movie (2004)","Adventure"
8974,"The SpongeBob SquarePants Movie",2004,"The SpongeBob SquarePants Movie (2004)","Animation"
8974,"The SpongeBob SquarePants Movie",2004,"The SpongeBob SquarePants Movie (2004)","Children"
8974,"The SpongeBob SquarePants Movie",2004,"The SpongeBob SquarePants Movie (2004)","Comedy"
74580,"The Spy Next Door",2010,"The Spy Next Door (2010)","Action"
74580,"The Spy Next Door",2010,"The Spy Next Door (2010)","Children"
74580,"The Spy Next Door",2010,"The Spy Next Door (2010)","Comedy"
8772,"The Spy Who Came in from the Cold",1965,"The Spy Who Came in from the Cold (1965)","Drama"
8772,"The Spy Who Came in from the Cold",1965,"The Spy Who Came in from the Cold (1965)","Thriller"
3635,"The Spy Who Loved Me",1977,"The Spy Who Loved Me (1977)","Action"
3635,"The Spy Who Loved Me",1977,"The Spy Who Loved Me (1977)","Adventure"
3635,"The Spy Who Loved Me",1977,"The Spy Who Loved Me (1977)","Thriller"
173197,"The Square",2017,"The Square (2017)","Drama"
136778,"The Squeeze",2015,"The Squeeze (2015)","Comedy"
136778,"The Squeeze",2015,"The Squeeze (2015)","Drama"
38886,"The Squid and the Whale",2005,"The Squid and the Whale (2005)","Comedy"
38886,"The Squid and the Whale",2005,"The Squid and the Whale (2005)","Drama"
26849,"The Stand",1994,"The Stand (1994)","Adventure"
26849,"The Stand",1994,"The Stand (1994)","Drama"
26849,"The Stand",1994,"The Stand (1994)","Fantasy"
26849,"The Stand",1994,"The Stand (1994)","Horror"
26849,"The Stand",1994,"The Stand (1994)","Sci-Fi"
127212,"The Stanford Prison Experiment",2015,"The Stanford Prison Experiment (2015)","Drama"
127212,"The Stanford Prison Experiment",2015,"The Stanford Prison Experiment (2015)","Thriller"
135216,"The Star Wars Holiday Special",1978,"The Star Wars Holiday Special (1978)","Adventure"
135216,"The Star Wars Holiday Special",1978,"The Star Wars Holiday Special (1978)","Children"
135216,"The Star Wars Holiday Special",1978,"The Star Wars Holiday Special (1978)","Comedy"
135216,"The Star Wars Holiday Special",1978,"The Star Wars Holiday Special (1978)","Sci-Fi"
6867,"The Station Agent",2003,"The Station Agent (2003)","Comedy"
6867,"The Station Agent",2003,"The Station Agent (2003)","Drama"
8035,"The Stendhal Syndrome (Sindrome di Stendhal, La)",1996,"The Stendhal Syndrome (Sindrome di Stendhal, La) (1996)","Crime"
8035,"The Stendhal Syndrome (Sindrome di Stendhal, La)",1996,"The Stendhal Syndrome (Sindrome di Stendhal, La) (1996)","Horror"
8035,"The Stendhal Syndrome (Sindrome di Stendhal, La)",1996,"The Stendhal Syndrome (Sindrome di Stendhal, La) (1996)","Thriller"
4670,"The Stepfather",1987,"The Stepfather (1987)","Horror"
4670,"The Stepfather",1987,"The Stepfather (1987)","Thriller"
2346,"The Stepford Wives",1975,"The Stepford Wives (1975)","Mystery"
2346,"The Stepford Wives",1975,"The Stepford Wives (1975)","Sci-Fi"
2346,"The Stepford Wives",1975,"The Stepford Wives (1975)","Thriller"
8373,"The Stepford Wives",2004,"The Stepford Wives (2004)","Comedy"
8373,"The Stepford Wives",2004,"The Stepford Wives (2004)","Fantasy"
8373,"The Stepford Wives",2004,"The Stepford Wives (2004)","Thriller"
1234,"The Sting",1973,"The Sting (1973)","Comedy"
1234,"The Sting",1973,"The Sting (1973)","Crime"
69394,"The Stoning of Soraya M.",2008,"The Stoning of Soraya M. (2008)","Crime"
69394,"The Stoning of Soraya M.",2008,"The Stoning of Soraya M. (2008)","Drama"
127180,"The Story of Film: An Odyssey",2011,"The Story of Film: An Odyssey (2011)","Documentary"
5984,"The Story of O (Histoire d'O)",1975,"The Story of O (Histoire d'O) (1975)","Drama"
5984,"The Story of O (Histoire d'O)",1975,"The Story of O (Histoire d'O) (1975)","Romance"
27820,"The Story of the Weeping Camel (Geschichte vom weinenden Kamel, Die)",2003,"The Story of the Weeping Camel (Geschichte vom weinenden Kamel, Die) (2003)","Documentary"
27820,"The Story of the Weeping Camel (Geschichte vom weinenden Kamel, Die)",2003,"The Story of the Weeping Camel (Geschichte vom weinenden Kamel, Die) (2003)","Drama"
2961,"The Story of Us",1999,"The Story of Us (1999)","Comedy"
2961,"The Story of Us",1999,"The Story of Us (1999)","Drama"
2966,"The Straight Story",1999,"The Straight Story (1999)","Adventure"
2966,"The Straight Story",1999,"The Straight Story (1999)","Drama"
3965,"The Strange Love of Martha Ivers",1946,"The Strange Love of Martha Ivers (1946)","Drama"
3965,"The Strange Love of Martha Ivers",1946,"The Strange Love of Martha Ivers (1946)","Film-Noir"
25927,"The Stranger",1946,"The Stranger (1946)","Drama"
25927,"The Stranger",1946,"The Stranger (1946)","Film-Noir"
25927,"The Stranger",1946,"The Stranger (1946)","Thriller"
59727,"The Strangers",2008,"The Strangers (2008)","Horror"
59727,"The Strangers",2008,"The Strangers (2008)","Thriller"
4956,"The Stunt Man",1980,"The Stunt Man (1980)","Action"
4956,"The Stunt Man",1980,"The Stunt Man (1980)","Adventure"
4956,"The Stunt Man",1980,"The Stunt Man (1980)","Comedy"
4956,"The Stunt Man",1980,"The Stunt Man (1980)","Drama"
4956,"The Stunt Man",1980,"The Stunt Man (1980)","Romance"
4956,"The Stunt Man",1980,"The Stunt Man (1980)","Thriller"
747,"The Stupids",1996,"The Stupids (1996)","Comedy"
694,"The Substitute",1996,"The Substitute (1996)","Action"
694,"The Substitute",1996,"The Substitute (1996)","Crime"
694,"The Substitute",1996,"The Substitute (1996)","Drama"
3738,"The Sugarland Express",1974,"The Sugarland Express (1974)","Drama"
5400,"The Sum of All Fears",2002,"The Sum of All Fears (2002)","Drama"
5400,"The Sum of All Fears",2002,"The Sum of All Fears (2002)","Thriller"
324,"The Sum of Us",1994,"The Sum of Us (1994)","Comedy"
324,"The Sum of Us",1994,"The Sum of Us (1994)","Drama"
85213,"The Sunset Limited",2011,"The Sunset Limited (2011)","Drama"
8720,"The Super",1991,"The Super (1991)","Comedy"
6636,"The Sure Thing",1985,"The Sure Thing (1985)","Comedy"
6636,"The Sure Thing",1985,"The Sure Thing (1985)","Romance"
151695,"The Survivalist",2015,"The Survivalist (2015)","Drama"
151695,"The Survivalist",2015,"The Survivalist (2015)","Sci-Fi"
151695,"The Survivalist",2015,"The Survivalist (2015)","Thriller"
4825,"The Swamp (Ciénaga, La)",2001,"The Swamp (Ciénaga, La) (2001)","Comedy"
4825,"The Swamp (Ciénaga, La)",2001,"The Swamp (Ciénaga, La) (2001)","Drama"
313,"The Swan Princess",1994,"The Swan Princess (1994)","Animation"
313,"The Swan Princess",1994,"The Swan Princess (1994)","Children"
5543,"The Swarm",1978,"The Swarm (1978)","Action"
5543,"The Swarm",1978,"The Swarm (1978)","Horror"
5543,"The Swarm",1978,"The Swarm (1978)","Sci-Fi"
5296,"The Sweetest Thing",2002,"The Sweetest Thing (2002)","Comedy"
5296,"The Sweetest Thing",2002,"The Sweetest Thing (2002)","Romance"
1719,"The Sweet Hereafter",1997,"The Sweet Hereafter (1997)","Drama"
80166,"The Switch",2010,"The Switch (2010)","Comedy"
80166,"The Switch",2010,"The Switch (2010)","Romance"
1025,"The Sword in the Stone",1963,"The Sword in the Stone (1963)","Animation"
1025,"The Sword in the Stone",1963,"The Sword in the Stone (1963)","Children"
1025,"The Sword in the Stone",1963,"The Sword in the Stone (1963)","Fantasy"
1025,"The Sword in the Stone",1963,"The Sword in the Stone (1963)","Musical"
32387,"The Sword of Doom (Dai-bosatsu tôge)",1966,"The Sword of Doom (Dai-bosatsu tôge) (1966)","Action"
32387,"The Sword of Doom (Dai-bosatsu tôge)",1966,"The Sword of Doom (Dai-bosatsu tôge) (1966)","Drama"
4234,"The Tailor of Panama",2001,"The Tailor of Panama (2001)","Drama"
4234,"The Tailor of Panama",2001,"The Tailor of Panama (2001)","Thriller"
69306,"The Taking of Pelham 1 2 3",2009,"The Taking of Pelham 1 2 3 (2009)","Crime"
69306,"The Taking of Pelham 1 2 3",2009,"The Taking of Pelham 1 2 3 (2009)","Drama"
69306,"The Taking of Pelham 1 2 3",2009,"The Taking of Pelham 1 2 3 (2009)","Thriller"
3384,"The Taking of Pelham One Two Three",1974,"The Taking of Pelham One Two Three (1974)","Action"
3384,"The Taking of Pelham One Two Three",1974,"The Taking of Pelham One Two Three (1974)","Crime"
3176,"The Talented Mr. Ripley",1999,"The Talented Mr. Ripley (1999)","Drama"
3176,"The Talented Mr. Ripley",1999,"The Talented Mr. Ripley (1999)","Mystery"
3176,"The Talented Mr. Ripley",1999,"The Talented Mr. Ripley (1999)","Thriller"
65577,"The Tale of Despereaux",2008,"The Tale of Despereaux (2008)","Adventure"
65577,"The Tale of Despereaux",2008,"The Tale of Despereaux (2008)","Animation"
65577,"The Tale of Despereaux",2008,"The Tale of Despereaux (2008)","Children"
65577,"The Tale of Despereaux",2008,"The Tale of Despereaux (2008)","Comedy"
65577,"The Tale of Despereaux",2008,"The Tale of Despereaux (2008)","Fantasy"
114554,"The Tale of Princess Kaguya (Kaguyahime no monogatari)",2013,"The Tale of Princess Kaguya (Kaguyahime no monogatari) (2013)","Animation"
114554,"The Tale of Princess Kaguya (Kaguyahime no monogatari)",2013,"The Tale of Princess Kaguya (Kaguyahime no monogatari) (2013)","Drama"
114554,"The Tale of Princess Kaguya (Kaguyahime no monogatari)",2013,"The Tale of Princess Kaguya (Kaguyahime no monogatari) (2013)","Fantasy"
183301,"The Tale of the Bunny Picnic",1986,"The Tale of the Bunny Picnic (1986)","Children"
6228,"The Talk of the Town",1942,"The Talk of the Town (1942)","Comedy"
6228,"The Talk of the Town",1942,"The Talk of the Town (1942)","Romance"
6228,"The Talk of the Town",1942,"The Talk of the Town (1942)","Thriller"
4672,"The Tall Guy",1989,"The Tall Guy (1989)","Comedy"
4672,"The Tall Guy",1989,"The Tall Guy (1989)","Romance"
96964,"The Tall Man",2012,"The Tall Man (2012)","Crime"
96964,"The Tall Man",2012,"The Tall Man (2012)","Drama"
96964,"The Tall Man",2012,"The Tall Man (2012)","Mystery"
134326,"The Taming of the Scoundrel",1980,"The Taming of the Scoundrel (1980)","Comedy"
3028,"The Taming of the Shrew",1967,"The Taming of the Shrew (1967)","Comedy"
3852,"The Tao of Steve",2000,"The Tao of Steve (2000)","Comedy"
35807,"The Teahouse of the August Moon",1956,"The Teahouse of the August Moon (1956)","Comedy"
55020,"The Ten",2007,"The Ten (2007)","Comedy"
6530,"The Tenant (Locataire, Le)",1976,"The Tenant (Locataire, Le) (1976)","Drama"
6530,"The Tenant (Locataire, Le)",1976,"The Tenant (Locataire, Le) (1976)","Horror"
6530,"The Tenant (Locataire, Le)",1976,"The Tenant (Locataire, Le) (1976)","Mystery"
6530,"The Tenant (Locataire, Le)",1976,"The Tenant (Locataire, Le) (1976)","Thriller"
7386,"The Ten Commandments",1956,"The Ten Commandments (1956)","Adventure"
7386,"The Ten Commandments",1956,"The Ten Commandments (1956)","Drama"
8529,"The Terminal",2004,"The Terminal (2004)","Comedy"
8529,"The Terminal",2004,"The Terminal (2004)","Drama"
8529,"The Terminal",2004,"The Terminal (2004)","Romance"
1240,"The Terminator",1984,"The Terminator (1984)","Action"
1240,"The Terminator",1984,"The Terminator (1984)","Sci-Fi"
1240,"The Terminator",1984,"The Terminator (1984)","Thriller"
3192,"The Terrorist (a.k.a. Malli) (Theeviravaathi)",1998,"The Terrorist (a.k.a. Malli) (Theeviravaathi) (1998)","Drama"
8670,"The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse)",1933,"The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse) (1933)","Crime"
8670,"The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse)",1933,"The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse) (1933)","Horror"
8670,"The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse)",1933,"The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse) (1933)","Mystery"
8670,"The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse)",1933,"The Testament of Dr. Mabuse (Das Testament des Dr. Mabuse) (1933)","Thriller"
2459,"The Texas Chainsaw Massacre",1974,"The Texas Chainsaw Massacre (1974)","Horror"
6880,"The Texas Chainsaw Massacre",2003,"The Texas Chainsaw Massacre (2003)","Horror"
2460,"The Texas Chainsaw Massacre 2",1986,"The Texas Chainsaw Massacre 2 (1986)","Horror"
48518,"The Texas Chainsaw Massacre: The Beginning",2006,"The Texas Chainsaw Massacre: The Beginning (2006)","Horror"
48518,"The Texas Chainsaw Massacre: The Beginning",2006,"The Texas Chainsaw Massacre: The Beginning (2006)","Thriller"
117176,"The Theory of Everything",2014,"The Theory of Everything (2014)","Drama"
117176,"The Theory of Everything",2014,"The Theory of Everything (2014)","Romance"
8025,"The Thief",1997,"The Thief (1997)","Drama"
5974,"The Thief of Bagdad",1940,"The Thief of Bagdad (1940)","Adventure"
5974,"The Thief of Bagdad",1940,"The Thief of Bagdad (1940)","Fantasy"
7302,"The Thief of Bagdad",1924,"The Thief of Bagdad (1924)","Action"
7302,"The Thief of Bagdad",1924,"The Thief of Bagdad (1924)","Adventure"
7302,"The Thief of Bagdad",1924,"The Thief of Bagdad (1924)","Fantasy"
105720,"The Thief of Paris (Le voleur)",1967,"The Thief of Paris (Le voleur) (1967)","Comedy"
105720,"The Thief of Paris (Le voleur)",1967,"The Thief of Paris (Le voleur) (1967)","Crime"
105720,"The Thief of Paris (Le voleur)",1967,"The Thief of Paris (Le voleur) (1967)","Drama"
1189,"The Thin Blue Line",1988,"The Thin Blue Line (1988)","Documentary"
2288,"The Thing",1982,"The Thing (1982)","Action"
2288,"The Thing",1982,"The Thing (1982)","Horror"
2288,"The Thing",1982,"The Thing (1982)","Sci-Fi"
2288,"The Thing",1982,"The Thing (1982)","Thriller"
90345,"The Thing",2011,"The Thing (2011)","Horror"
90345,"The Thing",2011,"The Thing (2011)","Mystery"
90345,"The Thing",2011,"The Thing (2011)","Sci-Fi"
90345,"The Thing",2011,"The Thing (2011)","Thriller"
8024,"The Thing Called Love",1993,"The Thing Called Love (1993)","Comedy"
8024,"The Thing Called Love",1993,"The Thing Called Love (1993)","Drama"
8024,"The Thing Called Love",1993,"The Thing Called Love (1993)","Romance"
2660,"The Thing from Another World",1951,"The Thing from Another World (1951)","Horror"
2660,"The Thing from Another World",1951,"The Thing from Another World (1951)","Sci-Fi"
97194,"The Thing: Terror Takes Shape",1998,"The Thing: Terror Takes Shape (1998)","Documentary"
4412,"The Thing with Two Heads",1972,"The Thing with Two Heads (1972)","Comedy"
4412,"The Thing with Two Heads",1972,"The Thing with Two Heads (1972)","Horror"
4412,"The Thing with Two Heads",1972,"The Thing with Two Heads (1972)","Sci-Fi"
950,"The Thin Man",1934,"The Thin Man (1934)","Comedy"
950,"The Thin Man",1934,"The Thin Man (1934)","Crime"
7832,"The Thin Man Goes Home",1945,"The Thin Man Goes Home (1945)","Comedy"
7832,"The Thin Man Goes Home",1945,"The Thin Man Goes Home (1945)","Crime"
7832,"The Thin Man Goes Home",1945,"The Thin Man Goes Home (1945)","Mystery"
165635,"The Thinning",2016,"The Thinning (2016)","Thriller"
2427,"The Thin Red Line",1998,"The Thin Red Line (1998)","Action"
2427,"The Thin Red Line",1998,"The Thin Red Line (1998)","Drama"
2427,"The Thin Red Line",1998,"The Thin Red Line (1998)","War"
1212,"The Third Man",1949,"The Third Man (1949)","Film-Noir"
1212,"The Third Man",1949,"The Third Man (1949)","Mystery"
1212,"The Third Man",1949,"The Third Man (1949)","Thriller"
3183,"The Third Miracle",1999,"The Third Miracle (1999)","Drama"
2672,"The Thirteenth Floor",1999,"The Thirteenth Floor (1999)","Drama"
2672,"The Thirteenth Floor",1999,"The Thirteenth Floor (1999)","Sci-Fi"
2672,"The Thirteenth Floor",1999,"The Thirteenth Floor (1999)","Thriller"
2763,"The Thomas Crown Affair",1999,"The Thomas Crown Affair (1999)","Action"
2763,"The Thomas Crown Affair",1999,"The Thomas Crown Affair (1999)","Mystery"
2764,"The Thomas Crown Affair",1968,"The Thomas Crown Affair (1968)","Crime"
2764,"The Thomas Crown Affair",1968,"The Thomas Crown Affair (1968)","Drama"
2764,"The Thomas Crown Affair",1968,"The Thomas Crown Affair (1968)","Romance"
2764,"The Thomas Crown Affair",1968,"The Thomas Crown Affair (1968)","Thriller"
41863,"The Three Burials of Melquiades Estrada",2006,"The Three Burials of Melquiades Estrada (2006)","Adventure"
41863,"The Three Burials of Melquiades Estrada",2006,"The Three Burials of Melquiades Estrada (2006)","Crime"
41863,"The Three Burials of Melquiades Estrada",2006,"The Three Burials of Melquiades Estrada (2006)","Drama"
1024,"The Three Caballeros",1945,"The Three Caballeros (1945)","Animation"
1024,"The Three Caballeros",1945,"The Three Caballeros (1945)","Children"
1024,"The Three Caballeros",1945,"The Three Caballeros (1945)","Musical"
7493,"The Three Faces of Eve",1957,"The Three Faces of Eve (1957)","Drama"
552,"The Three Musketeers",1993,"The Three Musketeers (1993)","Action"
552,"The Three Musketeers",1993,"The Three Musketeers (1993)","Adventure"
552,"The Three Musketeers",1993,"The Three Musketeers (1993)","Comedy"
552,"The Three Musketeers",1993,"The Three Musketeers (1993)","Romance"
25946,"The Three Musketeers",1948,"The Three Musketeers (1948)","Action"
25946,"The Three Musketeers",1948,"The Three Musketeers (1948)","Adventure"
25946,"The Three Musketeers",1948,"The Three Musketeers (1948)","Drama"
25946,"The Three Musketeers",1948,"The Three Musketeers (1948)","Romance"
31923,"The Three Musketeers",1973,"The Three Musketeers (1973)","Action"
31923,"The Three Musketeers",1973,"The Three Musketeers (1973)","Adventure"
31923,"The Three Musketeers",1973,"The Three Musketeers (1973)","Comedy"
90403,"The Three Musketeers",2011,"The Three Musketeers (2011)","Action"
90403,"The Three Musketeers",2011,"The Three Musketeers (2011)","Adventure"
93980,"The Three Stooges",2012,"The Three Stooges (2012)","Comedy"
6182,"The Thrill of It All",1963,"The Thrill of It All (1963)","Comedy"
48032,"The Tiger and the Snow (La tigre e la neve)",2005,"The Tiger and the Snow (La tigre e la neve) (2005)","Comedy"
48032,"The Tiger and the Snow (La tigre e la neve)",2005,"The Tiger and the Snow (La tigre e la neve) (2005)","Drama"
48032,"The Tiger and the Snow (La tigre e la neve)",2005,"The Tiger and the Snow (La tigre e la neve) (2005)","Romance"
48032,"The Tiger and the Snow (La tigre e la neve)",2005,"The Tiger and the Snow (La tigre e la neve) (2005)","War"
3287,"The Tigger Movie",2000,"The Tigger Movie (2000)","Animation"
3287,"The Tigger Movie",2000,"The Tigger Movie (2000)","Children"
3959,"The Time Machine",1960,"The Time Machine (1960)","Action"
3959,"The Time Machine",1960,"The Time Machine (1960)","Adventure"
3959,"The Time Machine",1960,"The Time Machine (1960)","Sci-Fi"
5171,"The Time Machine",2002,"The Time Machine (2002)","Action"
5171,"The Time Machine",2002,"The Time Machine (2002)","Adventure"
5171,"The Time Machine",2002,"The Time Machine (2002)","Sci-Fi"
26524,"The Times of Harvey Milk",1984,"The Times of Harvey Milk (1984)","Documentary"
70599,"The Time Traveler's Wife",2009,"The Time Traveler's Wife (2009)","Drama"
70599,"The Time Traveler's Wife",2009,"The Time Traveler's Wife (2009)","Romance"
70599,"The Time Traveler's Wife",2009,"The Time Traveler's Wife (2009)","Sci-Fi"
1161,"The Tin Drum (Blechtrommel, Die)",1979,"The Tin Drum (Blechtrommel, Die) (1979)","Drama"
1161,"The Tin Drum (Blechtrommel, Die)",1979,"The Tin Drum (Blechtrommel, Die) (1979)","War"
105037,"The To Do List",2013,"The To Do List (2013)","Comedy"
82202,"The Tourist",2010,"The Tourist (2010)","Drama"
82202,"The Tourist",2010,"The Tourist (2010)","Thriller"
71910,"The Tournament",2009,"The Tournament (2009)","Action"
2524,"The Towering Inferno",1974,"The Towering Inferno (1974)","Action"
2524,"The Towering Inferno",1974,"The Towering Inferno (1974)","Adventure"
2524,"The Towering Inferno",1974,"The Towering Inferno (1974)","Drama"
2524,"The Towering Inferno",1974,"The Towering Inferno (1974)","Thriller"
80489,"The Town",2010,"The Town (2010)","Crime"
80489,"The Town",2010,"The Town (2010)","Drama"
80489,"The Town",2010,"The Town (2010)","Thriller"
4883,"The Town is Quiet (Ville est tranquille, La)",2000,"The Town is Quiet (Ville est tranquille, La) (2000)","Drama"
121253,"The Town that Dreaded Sundown",2014,"The Town that Dreaded Sundown (2014)","Horror"
121253,"The Town that Dreaded Sundown",2014,"The Town that Dreaded Sundown (2014)","Thriller"
3693,"The Toxic Avenger",1985,"The Toxic Avenger (1985)","Comedy"
3693,"The Toxic Avenger",1985,"The Toxic Avenger (1985)","Horror"
3694,"The Toxic Avenger, Part II",1989,"The Toxic Avenger, Part II (1989)","Comedy"
3694,"The Toxic Avenger, Part II",1989,"The Toxic Avenger, Part II (1989)","Horror"
3695,"The Toxic Avenger Part III: The Last Temptation of Toxie",1989,"The Toxic Avenger Part III: The Last Temptation of Toxie (1989)","Comedy"
3695,"The Toxic Avenger Part III: The Last Temptation of Toxie",1989,"The Toxic Avenger Part III: The Last Temptation of Toxie (1989)","Horror"
4929,"The Toy",1982,"The Toy (1982)","Comedy"
60857,"The Tracey Fragments",2007,"The Tracey Fragments (2007)","Drama"
5574,"The Transporter",2002,"The Transporter (2002)","Action"
5574,"The Transporter",2002,"The Transporter (2002)","Crime"
1254,"The Treasure of the Sierra Madre",1948,"The Treasure of the Sierra Madre (1948)","Action"
1254,"The Treasure of the Sierra Madre",1948,"The Treasure of the Sierra Madre (1948)","Adventure"
1254,"The Treasure of the Sierra Madre",1948,"The Treasure of the Sierra Madre (1948)","Drama"
1254,"The Treasure of the Sierra Madre",1948,"The Treasure of the Sierra Madre (1948)","Western"
86898,"The Tree of Life",2011,"The Tree of Life (2011)","Drama"
6460,"The Trial (Procès, Le)",1962,"The Trial (Procès, Le) (1962)","Drama"
5619,"The Trials of Henry Kissinger",2002,"The Trials of Henry Kissinger (2002)","Documentary"
882,"The Trigger Effect",1996,"The Trigger Effect (1996)","Drama"
882,"The Trigger Effect",1996,"The Trigger Effect (1996)","Thriller"
6342,"The Trip",2002,"The Trip (2002)","Comedy"
6342,"The Trip",2002,"The Trip (2002)","Drama"
6342,"The Trip",2002,"The Trip (2002)","Romance"
83976,"The Trip",2010,"The Trip (2010)","Comedy"
83976,"The Trip",2010,"The Trip (2010)","Drama"
6773,"The Triplets of Belleville (Les triplettes de Belleville)",2003,"The Triplets of Belleville (Les triplettes de Belleville) (2003)","Animation"
6773,"The Triplets of Belleville (Les triplettes de Belleville)",2003,"The Triplets of Belleville (Les triplettes de Belleville) (2003)","Comedy"
6773,"The Triplets of Belleville (Les triplettes de Belleville)",2003,"The Triplets of Belleville (Les triplettes de Belleville) (2003)","Fantasy"
2069,"The Trip to Bountiful",1985,"The Trip to Bountiful (1985)","Drama"
5321,"The Triumph of Love",2001,"The Triumph of Love (2001)","Comedy"
85412,"The Troll Hunter (Trolljegeren)",2010,"The Troll Hunter (Trolljegeren) (2010)","Fantasy"
85412,"The Troll Hunter (Trolljegeren)",2010,"The Troll Hunter (Trolljegeren) (2010)","Horror"
2184,"The Trouble with Harry",1955,"The Trouble with Harry (1955)","Comedy"
2184,"The Trouble with Harry",1955,"The Trouble with Harry (1955)","Mystery"
165947,"The True Memoirs of an International Assassin",2016,"The True Memoirs of an International Assassin (2016)","Action"
165947,"The True Memoirs of an International Assassin",2016,"The True Memoirs of an International Assassin (2016)","Comedy"
1682,"The Truman Show",1998,"The Truman Show (1998)","Comedy"
1682,"The Truman Show",1998,"The Truman Show (1998)","Drama"
1682,"The Truman Show",1998,"The Truman Show (1998)","Sci-Fi"
156706,"The Trust",2016,"The Trust (2016)","Crime"
156706,"The Trust",2016,"The Trust (2016)","Thriller"
708,"The Truth About Cats & Dogs",1996,"The Truth About Cats & Dogs (1996)","Comedy"
708,"The Truth About Cats & Dogs",1996,"The Truth About Cats & Dogs (1996)","Romance"
5787,"The Truth About Charlie",2002,"The Truth About Charlie (2002)","Mystery"
5787,"The Truth About Charlie",2002,"The Truth About Charlie (2002)","Thriller"
26394,"The Turning Point",1977,"The Turning Point (1977)","Drama"
26394,"The Turning Point",1977,"The Turning Point (1977)","Romance"
43677,"The Tuskegee Airmen",1995,"The Tuskegee Airmen (1995)","Drama"
43677,"The Tuskegee Airmen",1995,"The Tuskegee Airmen (1995)","War"
5621,"The Tuxedo",2002,"The Tuxedo (2002)","Action"
5621,"The Tuxedo",2002,"The Tuxedo (2002)","Comedy"
53574,"The TV Set",2006,"The TV Set (2006)","Comedy"
53574,"The TV Set",2006,"The TV Set (2006)","Drama"
3622,"The Twelve Chairs",1970,"The Twelve Chairs (1970)","Comedy"
26340,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix)",1976,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix) (1976)","Action"
26340,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix)",1976,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix) (1976)","Adventure"
26340,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix)",1976,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix) (1976)","Animation"
26340,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix)",1976,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix) (1976)","Children"
26340,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix)",1976,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix) (1976)","Comedy"
26340,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix)",1976,"The Twelve Tasks of Asterix (Les douze travaux d'Astérix) (1976)","Fantasy"
91104,"The Twilight Saga: Breaking Dawn - Part 1",2011,"The Twilight Saga: Breaking Dawn - Part 1 (2011)","Adventure"
91104,"The Twilight Saga: Breaking Dawn - Part 1",2011,"The Twilight Saga: Breaking Dawn - Part 1 (2011)","Drama"
91104,"The Twilight Saga: Breaking Dawn - Part 1",2011,"The Twilight Saga: Breaking Dawn - Part 1 (2011)","Fantasy"
91104,"The Twilight Saga: Breaking Dawn - Part 1",2011,"The Twilight Saga: Breaking Dawn - Part 1 (2011)","Romance"
98203,"The Twilight Saga: Breaking Dawn - Part 2",2012,"The Twilight Saga: Breaking Dawn - Part 2 (2012)","Adventure"
98203,"The Twilight Saga: Breaking Dawn - Part 2",2012,"The Twilight Saga: Breaking Dawn - Part 2 (2012)","Drama"
